School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Received,B_W_G_Received,Rice_Excess,B_W_G_Excess,Rice_Remaining,B_W_G_Remaining,B_W_G_Temperatures,Rice_Temp,Missed_Food,Next_Day_Projection,Food_Arrival_Time,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,Week,Weekday,Missed_Projection
Kamondo Primary,23-01-25,Masala Rice and Western,370,368,343,25,0,3,8,0,0,93,112,10,0,4,0,67.1,70.1,0,370,8:55:00,12:30:00,13:30:00,,The food was tasty and arrived  early,kids arranged themselves  in their respective classes with the help of TOD,368 actual taps a slight decrease from 369 previous day as  normalcy in school population has resumed,,,Week3,Thursday,2
Kanjai Primary,23-01-25,Masala Rice and Western,510,501,447,54,0,3,19,0,1,128,154,20,0,0,0,60,71,0,500,10:09:00,12:45:00,13:36:00,,food was delicious,que was well managed.,The number of Actual meal serverd has reduced from 507 to 501 compared to yesterday,The number of failed taps has increased from 16 to 19 compared with yesterday,Peninah Njuguna,Week3,Thursday,9
Kanyore Primary,23-01-25,Masala Rice and Western,720,707,707,0,0,3,20,2,0,181,217,10,0,3,4,66,64,0,710,11:33:00,12:30:00,13:26:00,,The food was delicious,Queue was well managed.,The number of successful taps  reduced from 717 to 707 because some kids  were absent .,,Peter Matama Muiru,Week3,Thursday,13
Karia Primary,23-01-25,Masala Rice and Western,540,532,499,33,0,4,16,1,2,136,163,0,0,2,2,61.9,67.9,0,535,10:47:00,12:30:00,13:25:00,,The food was savoury .,Queue management was well executed by the TSM,The number of actual meals served was 532 a lower number compared to yesterday's actual meals that were 537. Some kids did not top up their accounts,The number of failed taps  was 16 a higher number compared to yesterday's failed taps that were 10.The parents had not topped up.,Alvin and Phoebe,Week3,Thursday,8
Kiaibabu Primary,23-01-25,Masala Rice and Western,285,284,284,0,0,2,5,0,2,72,86,0,0,0,0,65,67,8,285,8:45:00,12:45:00,13:40:00,We are projecting this number expecting more students to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,actual meals served were 284 same as yesterday.this is due to some parents  topping up on time.,"we had 5 failed taps compared to 7 failed taps previous day, a decrease of 2. Some parents  managed to pay on time.",John kimani,Week3,Thursday,1
Kiairia Primary,23-01-25,Masala Rice and Western,215,218,200,18,0,2,4,0,0,54,65,0,0,0,0,62.5,70.6,0,220,10:35:00,12:40:00,13:15:00,,The food was hot and delicious.,Queue management was well organized by TSM.,The number of actual meals served was  218 a higher number compared to yesterday's actual meals that were 216.,The number of failed taps  was 4 a decrease compared to yesterday's failed taps that was 7.parents had not topped up.,Lilian wangari.,Week3,Thursday,-3
Kiambururu Primary,23-01-25,Masala Rice and Western,310,301,272,29,0,3,7,1,1,78,94,10,0,3,3,63.3,73.9,0,295,11:59:00,12:30:00,13:15:00,,The food was savoury .,Queue management was well executed by the TSM,The number of actual meals served was 301 a lower number compared to yesterday's actual meals that were 307. Some kids did not report to school,The number of failed taps  was 7 a higher number compared to yesterday's failed taps that were 5.The parents had not topped up.,,Week3,Thursday,9
Kiawaiguru Primary,23-01-25,Masala Rice and Western,220,221,221,0,0,2,5,0,1,56,67,5,0,0,0,70,69,0,225,9:05:00,12:40:00,13:15:00,We are projecting 225 as we expect students with failed taps to top up their accounts,The food was warm and spic,queuing was done with moderation assisted by  prefects,"*Today's successful  taps was 221 compared to yesterday's  217, an increase of 4 as more students attended school",Today we had 05 failed taps just like yesterday  as some parents had not topped up,DAVID NDUNG'U KINYANJUI,Week3,Thursday,-1
Kiawairia Primary,23-01-25,Masala Rice and Western,130,125,125,0,0,2,3,0,0,33,40,5,0,1,2,62,62,0,130,9:20:00,12:10:00,13:10:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,"Tapped successful 125 compared to successful 128 previous day, a decrease. More students were absent today since they were sent home for school fees hence the decrease in the number of successful taps.",we had 3 failed taps compared to 2 failed taps previous day. parents who forgot to top up the accounts.,John Mugo,Week3,Thursday,5
Kibichoi Primary,23-01-25,Masala Rice and Western,240,238,237,1,0,2,7,2,1,61,73,0,0,1,1,66,76,0,245,10:25:00,12:40:00,13:10:00,,The food was scrumptious.,Queues were transitioning well from class to class.,The number of successful taps was constant we have 238 successful taps because parents are topping up their accounts.,,Beth Kabura,Week3,Thursday,2
Kigumo Primary,23-01-25,Masala Rice and Western,240,237,236,1,0,2,8,1,1,61,73,5,0,1,1,62,74,0,245,9:30:00,12:40:00,13:34:00,"We are projecting 245, We are expecting kids to turn up well and also hoping that the number of failed taps will reduce.",food was delicious,queue management was orderly assisted by the teacher on duty.,"We had 237 actual meals served compared to yesterday where we had 239,this decrease was led by few kids missing school.","We had 8 failed taps compared to yesterday where we had 6, this increase was led by parents not topping up their accounts.",James Marigono Kinyanjui,Week3,Thursday,3
Kihuririo Primary,23-01-25,Masala Rice and Western,535,535,535,0,0,3,1,3,0,135,161,11,0,0,0,66,68,0,540,9:20:00,12:50:00,13:40:00,,"The food was  well prepared,hot and delicious.",The  headteacher helped with line  management.,There were  535 successful taps  increase from 534 many studens reported.,there was  1 failed tap  decrease from 9  parents remembered to top up on time.,Anne wairimu,Week3,Thursday,0
Kindiga Primary,23-01-25,Masala Rice and Western,170,165,153,12,0,2,0,1,0,43,52,0,0,0,0,66.7,66.6,0,170,12:13:00,12:40:00,13:15:00,,The food was delicious .,Queue management was well executed by the TOD,The number of actual meals served was 165 a higher number compared to yesterday's 164 actual meals served  most accounts had been topped up.,The number of failed taps  was 3 a decrease from 4 in yesterday's report.,,Week3,Thursday,5
Komothai Primary,23-01-25,Masala Rice and Western,205,199,199,0,0,2,6,2,0,52,62,0,0,2,2,63,71,0,205,9:14:00,12:30:00,13:15:00,l'm expecting students to turn up well being the third week of the term.,The food was well prepared for the kids to enjoy.,line management was smooth but the jss were sluggish today.,Actual meals served today is 199 which is a decrease from yesterday's 200 meals . Parents forgot to top up their accounts.,Failed taps today was 6 an increase from the previous day which was 1. Parents forgot to top up their accounts on time.,Jane Wanjiru,Week3,Thursday,6
Lioki Primary,23-01-25,Masala Rice and Western,200,183,163,20,0,2,20,1,0,51,61,0,0,4.25,5,67.3,69.9,0,180,11:00:00,12:30:00,13:30:00,tomorrow projection is 180 as kids tends to miss school on Fridays.,food was delicious,the queues were well organized.,The number of actual meals served today Is 183 from 197. A drop as some kids were absent thus a lower number,failed taps number is  20  from 11.an increase as parents failed to top up their accounts.,Harriet mburu,Week3,Thursday,17
Mathanja Primary,23-01-25,Masala Rice and Western,155,152,152,0,0,2,9,0,0,39,47,10,0,1,1,67,67,0,150,11:55:00,12:40:00,13:05:00,tomorrow being a Friday the turnout is always low.,food was delicious,queue was transitioning well from class to class.,we had 152 successful taps an increase by 1 compared to yesterday since one parent remembered to top up their account on time.,we had 9 failed taps an increase by 3 compared to yesterday since some parents didn't remember to top-up on time. I have encouraged the kids to remind their parents to top up on time.,Caroline kirii,Week3,Thursday,3
Matuguta Primary,23-01-25,Masala Rice and Western,520,519,480,39,0,3,3,1,0,131,157,10,0,0,0,62.4,70.5,0,520,9:44:00,12:40:00,13:40:00,,food was delicious,Line management was good. Helped by the teacher on duty.,The number of Actual meal served was 519 same as yesterday .This was because most students were present in school.,The number of failed taps was 3 an increase from 2.This was because some parents hadn't topped up their accounts. Reminded the kids to remind their parents to top up.,Haron Muiruri,Week3,Thursday,1
Miguta Primary,23-01-25,Masala Rice and Western,310,309,282,27,0,2,4,0,2,78,94,0,0,0,0,68,70,0,310,10:22:00,12:50:00,13:30:00,We are hoping more parents will have topped up.,The food was delicious.,The queue was well managed.,"Actual meals were 309, an increase from yesterday's 307 taps, parents did top up.","We had 4 failed taps, a drop from yesterday's 9 taps, some  parents had topped up their accounts.",Anastacia Njoroge,Week3,Thursday,1
Miiri Primary,23-01-25,Masala Rice and Western,425,421,393,28,0,3,33,0,0,107,128,20.5,0,3,0,70,73,0,425,9:19:00,12:30:00,13:50:00,,The food was delectable.,Queues were managed by the TOD.,Actual meals  rose  to 421 from 413 as parents had  paid on time.,"Failed tabs  rose   to 33 from 26 , as parents had not paid on time.",Daniel,Week3,Thursday,4
Mitahato Primary,23-01-25,Masala Rice and Western,310,308,308,0,0,2,8,2,1,78,94,0,0,0,0,68,60,0,315,11:21:00,12:40:00,13:20:00,,The food was delicious.,The TOD helped with line management.,There were 308 Successful taps a rise from 305. There was a higher turn up today.,There was 8 failed taps a rise from 4. Parents did not top up.,,Week3,Thursday,2
Mukubu Primary,23-01-25,Masala Rice and Western,270,272,272,0,0,2,3,0,0,68,82,12,0,0,0,65.2,69.5,0,275,11:19:00,12:15:00,13:30:00,,Food was  enough.,Line management was orderly,actual taps was 272an increase from previous taps that were267,Today's failed taps were 3 a decrease  From previous failed taps 4  parents topped up to their accounts,RUTH,Week3,Thursday,-2
Ndireti Primary,23-01-25,Masala Rice and Western,240,240,240,0,0,2,7,0,1,61,73,0,0,0,0,68,70,0,240,11:45:00,12:40:00,13:50:00,,*The food was delicious,*I managed the queue  well.,We had 240/actual taps an increase compared to the 234 we fed yesterday.,,Sharon Wanjiku,Week3,Thursday,0
Ngemwa Primary,23-01-25,Masala Rice and Western,270,253,228,25,0,2,5,0,0,68,82,0,0,4,5,69,74,0,265,8:21:00,12:30:00,13:26:00,I am projecting this number because kids  love Turmeric Rice and Beans.,The food was delicious.,The line management was successful.,Numbers of actual meals served decreased from 270 to 253. There was a low turn up today.,Failed taps increased from 3 to 5. Parents did not top up their accounts.,Lucy Njoki,Week3,Thursday,17
Ngewa Primary,23-01-25,Masala Rice and Western,350,356,356,0,0,2,5,0,1,88,106,14.5,0,0,0,64,62,0,350,11:50:00,12:30:00,13:20:00,projecting for 350 since on Fridays a few students fail to report.,The food was delicious.,The queue was well organized with the help of the teachers on duty.,Actual meals served today is 356 which is an increase compared to  yesterday which was 347. We are expecting an increase in numbers since more students are reporting to the school.,There were 5 failed taps today which is a increase from 3 failed taps yesterday. I reminded respective parents to top up their accounts but they did not do it on time.,Eric Muriithi,Week3,Thursday,-6
Njunu Primary,23-01-25,Masala Rice and Western,270,263,263,0,0,2,3,0,0,1145,265,2,0,2,265,65,70,0,265,11:45:00,12:20:00,13:20:00,,Food was sweet and delicious,Queuing  was well managed without  assistance,successful taps were 263 a decrease of 8 taps from yesterday's  271 successful taps,3 failed taps an increase of 2 taps from  yesterday's 1 failed tap,Samuel Kago,Week3,Thursday,7
Nyaga Primary,23-01-25,Masala Rice and Western,600,601,601,0,0,3,14,4,2,151,181,12.5,0,0,0,69,64,0,600,10:35:00,12:10:00,13:50:00,We are projecting 600 hoping the number of failed taps to reduce,Food was okay,Queue management was orderly assisted by the teacher on duty,We had 601 actual meals served compared to 602 of yesterday. Some students were absent.,We had 14 failed taps compared to 16 of yesterday. Parents topped up.,Erick Murage,Week3,Thursday,-1
Riamute Primary,23-01-25,Masala Rice and Western,355,348,323,25,0,3,14,0,0,90,107,12,0,6,5,65,70,0,355,9:40:00,12:30:00,13:30:00,,*The food was delicious and hot.,Queues were orderly and organised with the help of TOD,*The number of actual taps was 348 a higher number than previous day which was 347.,We had 14 failed taps today a lower number than previous day which was 22 as the parent didn't top up their account.,,Week3,Thursday,7
Thuita Primary,23-01-25,Masala Rice and Western,255,250,250,0,0,2,0,0,1,64,77,9,0,1,2,65,73,0,255,10:55:00,12:20:00,13:25:00,Projecting this number because I expect those who were absent to report back tomorrow.,The food was delicious,I properly managed the queue without assistance.,The number of actual meals decreased from 256 to 250.This is because some were absent.,The number of failed taps decreased from 2 to 0.This is because most parents paid on time.,Tabitha Gachi,Week3,Thursday,5
Ak Magugu Primary,24-01-25,Turmeric Rice and Beans,450,460,425,35,0,3,13,0,0,113,136,0,0,0,0,63.6,78.3,0,460,9:45:00,12:20:00,13:20:00,,The food was delicious.,"The queues were orderly, especially with the help of the teacher on duty.",The number of actual meals served increased from 450 to 460. More parents had topped up their accounts.,The number of failed taps  reduced from 16 to 13.Respective parents had not topped up their account .,Margaret  Maigua.,Week3,Friday,-10
Gataka Primary,24-01-25,Turmeric Rice and Beans,295,304,279,25,0,2,9,0,0,74,89,10,0,0,0,64,68,0,305,10:31:00,12:33:00,13:33:00,,The food was delicious.,The teacher on duty helped with line management.,"The total number of actual meals  rose from 299 to 304 .There was an uptick in the number of parents who made payments for their kids. Additionally, kids enjoy beans.",The number of failed taps dropped from 12 to 9. We reminded kids to request  their parents to top up their accounts.,Esther  Wanjiru  Kimani,Week3,Friday,-9
Gathaithi Primary,24-01-25,Turmeric Rice and Beans,580,564,505,59,0,3,25,0,1,146,175,10,0,4,4,63,76.3,0,570,8:49:00,12:35:00,13:40:00,We expect parents with failed taps will top up accounts over the weekend.,The food was great,The teacher on duty assisted with queue management .,The total number of actual meals served was 564. A decrease from 581. Some parents failed to top up and a few kids missed school today.,The number of failed taps was 25 an increase from 19. Few parents failed to top up on time.,Jane Wanjiru,Week3,Friday,16
